Kind,Name,File,Cyclomatic,CountLineCodeExe
Static Function,"end_of_line",git\grep.c,2,6
Static Function,"end_packfile",git\fast-import.c,9,34
Static Function,"end_revision",git\vcs-svn\svndump.c,2,8
Function,"end_url_with_slash",git\url.c,2,3
Static Function,"ends_with",git\vcs-svn\fast_export.c,2,4
Static Function,"enqueue",git\kwset.c,2,5
Static Function,"ensure_socket_initialization",git\compat\mingw.c,7,32
Static Function,"ent_compare",git\builtin\mktree.c,1,4
Static Function,"ent_score",git\builtin\blame.c,4,12
Function,"enter_repo",git\path.c,15,45
Struct,"entry",git\contrib\convert-objects\convert-objects.c,,0
File,"entry.c",git\entry.c,,158
Static Function,"entry_clear",git\tree-walk.c,1,1
Static Function,"entry_extract",git\tree-walk.c,1,1
Static Function,"entry_unshown",git\revision.c,1,1
Static Function,"env_compare",git\compat\mingw.c,1,3
Static Function,"env_setenv",git\compat\mingw.c,6,16
File,"environment.c",git\environment.c,,131
Static Function,"eq_delta_base_cache_entry",git\sha1_file.c,1,1
Static Function,"erase_credential",git\contrib\credential\wincred\git-credential-wincred.c,4,6
Static Function,"erase_in_line",git\compat\winansi.c,2,6
Function,"err_win_to_posix",git\compat\mingw.c,106,108
Function,"error",git\usage.c,1,4
Static Function,"error_builtin",git\usage.c,1,1
Static Function,"error_child",git\run-command.c,1,1
Static Function,"error_clnt",git\builtin\upload-archive.c,1,5
Static Function,"error_dirty_index",git\sequencer.c,4,9
Static Function,"error_removing_concrete_submodules",git\builtin\rm.c,1,11
Function,"error_resolve_conflict",git\advice.c,2,7
Static Function,"error_short_read",git\vcs-svn\svndiff.c,2,3
Static Function,"error_with_usage",git\builtin\check-attr.c,1,2
Function,"estimate_bisect_steps",git\bisect.c,3,6
Static Function,"estimate_commit_count",git\builtin\log.c,3,8
Static Function,"estimate_similarity",git\diffcore-rename.c,11,27
Static Function,"evaluate_result",git\builtin\merge.c,1,10
Static Function,"everybody_uninteresting",git\revision.c,3,8
Static Function,"everything_local",git\fetch-pack.c,15,45
Static Function,"exclude_cb",git\builtin\clean.c,1,3
Function,"exclude_cmds",git\help.c,6,13
Static Function,"exclude_existing",git\builtin\show-ref.c,12,25
Static Function,"exclude_existing_callback",git\builtin\show-ref.c,1,3
Struct,"exclude_list",git\dir.h,,0
Public Struct,"exclude_list::exclude",git\dir.h,,0
Struct,"exclude_list_group",git\dir.h,,0
Static Function,"exclude_matches_pathspec",git\dir.c,5,10
Static Function,"exclude_per_directory_cb",git\builtin\read-tree.c,2,8
Struct,"exclude_stack",git\dir.h,,0
Static Function,"excluded_header_field",git\commit.c,4,9
File,"exec_cmd.c",git\exec_cmd.c,,65
File,"exec_cmd.h",git\exec_cmd.h,,0
Static Function,"exec_man_cmd",git\builtin\help.c,1,4
Static Function,"exec_man_konqueror",git\builtin\help.c,5,18
Static Function,"exec_man_man",git\builtin\help.c,2,4
Static Function,"exec_viewer",git\builtin\help.c,5,11
Static Function,"exec_woman_emacs",git\builtin\help.c,3,7
Function,"execl_git_cmd",git\exec_cmd.c,4,12
Static Function,"execute",git\daemon.c,8,31
Static Function,"execute_commands",git\builtin\receive-pack.c,10,23
Static Function,"execute_one_instruction",git\vcs-svn\svndiff.c,5,16
Static Function,"execv_dashed_external",git\git.c,3,13
Function,"execv_git_cmd",git\exec_cmd.c,1,6
Static Function,"execv_shell_cmd",git\run-command.c,1,5
Static Function,"exists_in_PATH",git\run-command.c,1,3
Static Function,"exit_if_skipped_commits",git\bisect.c,3,9
Static Function,"exp2i",git\bisect.c,1,1
Static Function,"expand_atom",git\builtin\cat-file.c,12,26
Static Function,"expand_bkref_cache",git\compat\regex\regexec.c,15,47
Struct,"expand_data",git\builtin\cat-file.c,,0
Static Function,"expand_format",git\builtin\cat-file.c,3,7
Static Function,"expand_name_field",git\read-cache.c,3,8
Static Function,"expand_namespace",git\environment.c,5,14
Function,"expand_notes_ref",git\notes.c,3,6
Static Function,"expand_refs_wildcard",git\contrib\examples\builtin-fetch--tool.c,16,54
Function,"expand_user_path",git\path.c,6,23
Static Function,"experimental_loose_object",git\sha1_file.c,2,5
Static Function,"expire_reflog",git\builtin\reflog.c,18,69
Struct,"expire_reflog_cb",git\builtin\reflog.c,,0
Static Function,"expire_reflog_ent",git\builtin\reflog.c,14,32
Static Function,"explanation",git\builtin\merge-tree.c,8,17
Static Function,"export_blob",git\builtin\fast-export.c,9,24
Static Function,"export_marks",git\builtin\fast-export.c,6,17
Static Function,"export_one",git\builtin\commit.c,2,6
Static Function,"extend_buffers",git\compat\regex\regexec.c,8,18
Static Function,"extended_entry_extract",git\tree-walk.c,12,36
Static Function,"external_diff",git\diff.c,3,9
Static Function,"external_specification_len",git\transport.c,1,1
Struct,"extra_have_objects",git\remote.h,,0
Function,"fake_reflog_parent",git\reflog-walk.c,4,18
Static Function,"fake_working_tree_commit",git\builtin\blame.c,17,79
Static Function,"fall_back_to_classic_diff",git\xdiff\xpatience.c,1,3
Static Function,"fall_back_to_classic_diff",git\xdiff\xhistogram.c,1,3
File,"fast-export.c",git\builtin\fast-export.c,,445
File,"fast-import.c",git\fast-import.c,,1913
File,"fast_export.c",git\vcs-svn\fast_export.c,,178
File,"fast_export.h",git\vcs-svn\fast_export.h,,0
Function,"fast_export_begin_commit",git\vcs-svn\fast_export.c,5,23
Function,"fast_export_begin_note",git\vcs-svn\fast_export.c,3,11
Function,"fast_export_blob_delta",git\vcs-svn\fast_export.c,2,8
Function,"fast_export_buf_to_data",git\vcs-svn\fast_export.c,1,3
Function,"fast_export_data",git\vcs-svn\fast_export.c,5,11
Function,"fast_export_deinit",git\vcs-svn\fast_export.c,2,2
Function,"fast_export_delete",git\vcs-svn\fast_export.c,1,4
Function,"fast_export_end_commit",git\vcs-svn\fast_export.c,1,1
Function,"fast_export_init",git\vcs-svn\fast_export.c,2,3
Function,"fast_export_ls",git\vcs-svn\fast_export.c,1,2
Function,"fast_export_ls_rev",git\vcs-svn\fast_export.c,1,2
Function,"fast_export_modify",git\vcs-svn\fast_export.c,2,6
Function,"fast_export_note",git\vcs-svn\fast_export.c,1,1
Static Function,"fast_export_truncate",git\vcs-svn\fast_export.c,1,2
Static Function,"fast_forward_to",git\sequencer.c,3,10
Static Function,"fchmod",git\compat\mingw.h,1,1
Static Function,"fcntl",git\compat\mingw.h,2,4
Static Function,"feed_object",git\send-pack.c,3,7
Static Function,"feed_receive_hook",git\builtin\receive-pack.c,4,16
Static Function,"ferr_puts",git\rerere.c,1,1
Static Function,"ferr_write",git\rerere.c,3,4
Static Function,"fetch",git\remote-curl.c,2,5
Static Function,"fetch",git\transport-helper.c,7,15
Static Function,"fetch",git\http-walker.c,4,11
File,"fetch-pack.c",git\builtin\fetch-pack.c,,117
File,"fetch-pack.c",git\fetch-pack.c,,549
File,"fetch-pack.h",git\fetch-pack.h,,0
File,"fetch.c",git\builtin\fetch.c,,677
Static Function,"fetch_alternates",git\http-walker.c,4,27
Static Function,"fetch_and_setup_pack_index",git\http.c,7,24
Static Function,"fetch_dumb",git\remote-curl.c,5,17
Static Function,"fetch_git",git\remote-curl.c,10,43
Static Function,"fetch_indices",git\http-walker.c,5,14
Static Function,"fetch_indices",git\http-push.c,4,10
Static Function,"fetch_multiple",git\builtin\fetch.c,6,19
Static Function,"fetch_native_store",git\contrib\examples\builtin-fetch--tool.c,9,29
Static Function,"fetch_number",git\compat\regex\regcomp.c,7,12
Static Function,"fetch_object",git\http-walker.c,13,40
Static Function,"fetch_objs_via_rsync",git\transport.c,2,17
Static Function,"fetch_one",git\builtin\fetch.c,9,39
Function,"fetch_pack",git\fetch-pack.c,5,15
Struct,"fetch_pack_args",git\fetch-pack.h,,0
Static Function,"fetch_pack_config",git\fetch-pack.c,6,16
Static Function,"fetch_pack_index",git\http.c,3,14
Static Function,"fetch_pack_setup",git\fetch-pack.c,4,8
Function,"fetch_populated_submodules",git\submodule.c,21,74
Static Function,"fetch_ref",git\http-walker.c,1,2
Static Function,"fetch_refs",git\builtin\fetch.c,3,9
Static Function,"fetch_refs_from_bundle",git\transport.c,2,3
Static Function,"fetch_refs_via_pack",git\transport.c,5,34
Static Function,"fetch_remote",git\builtin\remote.c,3,8
Static Function,"fetch_symref",git\http-push.c,4,17
Static Function,"fetch_token",git\compat\regex\regcomp.c,1,1
Static Function,"fetch_with_fetch",git\transport-helper.c,9,32
Static Function,"fetch_with_import",git\transport-helper.c,9,29
Static Function,"ff_regexp",git\xdiff-interface.c,10,26
Struct,"ff_regs",git\xdiff-interface.c,,0
Public Struct,"ff_regs::ff_reg",git\xdiff-interface.c,,0
Static Function,"file_add_remove",git\revision.c,3,4
Static Function,"file_attr_to_st_mode",git\compat\win32.h,3,8
Static Function,"file_callback",git\builtin\grep.c,6,16
Static Function,"file_change",git\revision.c,1,2
Static Function,"file_change_cr",git\fast-import.c,10,39
Static Function,"file_change_d",git\fast-import.c,3,8
Static Function,"file_change_deleteall",git\fast-import.c,1,5
Static Function,"file_change_m",git\fast-import.c,29,76
Function,"file_exists",git\dir.c,1,1
Struct,"file_similarity",git\diffcore-rename.c,,0
Static Function,"filespec_from_entry",git\merge-recursive.c,2,7
Static Function,"filetime_to_hnsec",git\compat\mingw.c,1,2
Static Function,"filetime_to_time_t",git\compat\mingw.c,1,1
Static Function,"fill",git\builtin\index-pack.c,7,20
Static Function,"fill",git\attr.c,5,9
Static Function,"fill",git\builtin\unpack-objects.c,7,17
Static Function,"fill_blob_sha1",git\line-log.c,2,5
Static Function,"fill_blob_sha1_and_mode",git\builtin\blame.c,4,12
Static Function,"fill_conflict_hunk",git\xdiff\xmerge.c,17,51
Function,"fill_directory",git\dir.c,2,3
Function,"fill_filespec",git\diff.c,2,4
Static Function,"fill_hashmap",git\xdiff\xpatience.c,4,15
Static Function,"fill_line_ends",git\line-log.c,7,17
Static Function,"fill_metainfo",git\diff.c,10,47
Static Function,"fill_missing_values",git\builtin\for-each-ref.c,3,4
Static Function,"fill_mmfile",git\diff.c,3,9
Static Function,"fill_mmfile_blob",git\merge-blobs.c,3,8
Static Function,"fill_one",git\attr.c,4,11
Static Function,"fill_origin_blob",git\builtin\blame.c,4,14
Static Function,"fill_pack_entry",git\sha1_file.c,6,14
Static Function,"fill_print_name",git\diff.c,4,12
Static Function,"fill_sha1_path",git\sha1_file.c,2,6
Function,"fill_stat_cache_info",git\read-cache.c,3,5
Function,"fill_stat_data",git\read-cache.c,1,9
Function,"fill_textconv",git\diff.c,8,21
Static Function,"fill_textconv_grep",git\grep.c,4,20
Static Function,"fill_tracking_info",git\builtin\branch.c,14,46
Static Function,"fill_tree_desc_strict",git\match-trees.c,3,7
Function,"fill_tree_descriptor",git\tree-walk.c,3,8
Static Function,"filter_bit_tst",git\diff.c,1,1
Static Function,"filter_buffer",git\convert.c,5,32
Static Function,"filter_by_patterns_cmd",git\builtin\clean.c,11,40
Static Function,"filter_diffs_for_paths",git\line-log.c,8,19
Struct,"filter_params",git\convert.c,,0
Static Function,"filter_refs",git\fetch-pack.c,12,38
Static Function,"filter_refs",git\refs.c,2,4
Function,"filter_skipped",git\bisect.c,12,31
Function,"filter_string_list",git\string-list.c,5,10
Struct,"filtered_istream",git\streaming.c,,0
Static Function,"final",git\builtin\index-pack.c,19,56
Function,"finalize_colopts",git\column.c,4,7
Static Function,"finalize_deferred_config",git\builtin\commit.c,8,16
Static Function,"find_alignment",git\builtin\blame.c,12,37
Static Function,"find_author_by_nickname",git\builtin\commit.c,2,22
Static Function,"find_beginning_of_line",git\config.c,6,15
Static Function,"find_beginning_of_line",git\refs.c,2,2
Function,"find_bisection",git\bisect.c,8,24
Static Function,"find_boundary",git\builtin\mailinfo.c,3,4
Static Function,"find_branch_name",git\builtin\log.c,6,19
Static Function,"find_cache_entry",git\unpack-trees.c,2,6
Static Function,"find_cache_pos",git\unpack-trees.c,10,28
Static Function,"find_cache_tree_from_traversal",git\cache-tree.c,2,4
Static Function,"find_cached_object",git\sha1_file.c,4,7
Static Function,"find_cfg_ent",git\builtin\reflog.c,4,12
Static Function,"find_commit_format",git\pretty.c,2,3
Static Function,"find_commit_format_recursive",git\pretty.c,6,18
Static Function,"find_commit_name",git\builtin\describe.c,2,4
Function,"find_commit_subject",git\commit.c,4,10
Static Function,"find_common",git\fetch-pack.c,53,148
Static Function,"find_conflict",git\rerere.c,4,8
Static Function,"find_containing_dir",git\refs.c,3,8
Static Function,"find_copy_in_blob",git\builtin\blame.c,3,12
Static Function,"find_copy_in_parent",git\builtin\blame.c,16,63
Static Function,"find_delta",git\builtin\index-pack.c,4,13
Static Function,"find_delta_children",git\builtin\index-pack.c,4,13
Static Function,"find_deltas",git\builtin\pack-objects.c,20,71
Static Function,"find_digit_prefix",git\builtin\show-branch.c,2,6
Static Function,"find_dir_entry",git\name-hash.c,3,6
Static Function,"find_encoding",git\builtin\fast-export.c,3,9
Static Function,"find_exact_renames",git\diffcore-rename.c,3,9
Static Function,"find_first_merges",git\submodule.c,8,29
Static Function,"find_funcname_matching_regexp",git\line-range.c,9,20
Static Function,"find_header",git\builtin\apply.c,14,48
Function,"find_hook",git\run-command.c,2,4
Static Function,"find_identical_files",git\diffcore-rename.c,11,28
Static Function,"find_internet_password",git\contrib\credential\osxkeychain\git-credential-osxkeychain.c,6,6
Static Function,"find_invalid_utf8",git\commit.c,12,39
Static Function,"find_last_in_target",git\builtin\blame.c,4,7
Static Function,"find_lcs",git\xdiff\xhistogram.c,3,6
Static Function,"find_ll_merge_driver",git\ll-merge.c,9,19
Static Function,"find_lno",git\diff.c,3,10
Static Function,"find_local_name",git\contrib\examples\builtin-fetch--tool.c,9,29
Static Function,"find_longest_common_sequence",git\xdiff\xpatience.c,7,20
Static Function,"find_lru_pack",git\sha1_file.c,7,17
Static Function,"find_mark",git\fast-import.c,5,13
Static Function,"find_merge_parent",git\builtin\fmt-merge-msg.c,4,7
Static Function,"find_merge_parents",git\builtin\fmt-merge-msg.c,12,36
Static Function,"find_move_in_parent",git\builtin\blame.c,7,20
Static Function,"find_name",git\builtin\apply.c,3,5
Static Function,"find_name_common",git\builtin\apply.c,12,29
Static Function,"find_name_gnu",git\builtin\apply.c,5,14
Static Function,"find_name_traditional",git\builtin\apply.c,4,10
Static Function,"find_new_column_by_commit",git\graph.c,3,4
Static Function,"find_next",git\builtin\for-each-ref.c,5,8
Static Function,"find_next",git\combine-diff.c,4,8
Static Function,"find_non_local_tags",git\builtin\fetch.c,10,36
Static Function,"find_notes_merge_pair_pos",git\notes-merge.c,10,28
Static Function,"find_object",git\fast-import.c,3,5
Static Function,"find_origin",git\builtin\blame.c,14,59
Static Function,"find_pack_by_name",git\server-info.c,3,5
Static Function,"find_pack_entry",git\sha1_file.c,5,11
Function,"find_pack_entry_one",git\sha1_file.c,15,47
Function,"find_pack_revindex",git\pack-revindex.c,7,22
Function,"find_pathspecs_matching_against_index",git\pathspec.c,1,3
Static Function,"find_pos",git\builtin\apply.c,11,38
Static Function,"find_recover_state",git\compat\regex\regexec.c,4,11
Static Function,"find_ref",git\refs.c,4,8
Function,"find_ref_by_name",git\remote.c,3,4
Static Function,"find_ref_by_name_abbrev",git\remote.c,3,4
Static Function,"find_remote_branch",git\builtin\clone.c,2,12
Static Function,"find_rename",git\builtin\blame.c,4,25
Static Function,"find_renames",git\diffcore-rename.c,5,13
Static Function,"find_same_files",git\diffcore-rename.c,4,17
Function,"find_sha1_pack",git\sha1_file.c,3,4
Static Function,"find_short_object_filename",git\sha1_name.c,8,24
Static Function,"find_short_packed_object",git\sha1_name.c,2,3
Static Function,"find_subexp_node",git\compat\regex\regexec.c,3,7
Static Function,"find_subpos",git\builtin\for-each-ref.c,8,23
Static Function,"find_subtree",git\cache-tree.c,5,22
Static Function,"find_symref",git\upload-pack.c,3,8
Static Function,"find_tar_filter",git\archive-tar.c,3,5
Static Function,"find_tracked_branch",git\branch.c,4,12
Static Function,"find_tree_entry",git\tree-walk.c,9,24
Static Function,"find_unique",git\builtin\clean.c,11,31
Function,"find_unique_abbrev",git\sha1_name.c,5,13
Static Function,"find_unpushed_submodule_commits",git\submodule.c,1,5
Function,"find_unpushed_submodules",git\submodule.c,3,17
Static Function,"find_unresolved_deltas",git\builtin\index-pack.c,4,12
Static Function,"find_unresolved_deltas_1",git\builtin\index-pack.c,7,32
Static Function,"find_username_in_item",git\contrib\credential\osxkeychain\git-credential-osxkeychain.c,2,7
Static Function,"find_variables",git\sh-i18n--envsubst.c,9,22
Static Function,"find_wholine",git\builtin\for-each-ref.c,5,12
Static Function,"find_word_boundaries",git\diff.c,7,16
Static Function,"finish",git\builtin\merge.c,7,33
Function,"finish_active_slot",git\http.c,4,9
Function,"finish_all_active_slots",git\http.c,3,7
Function,"finish_async",git\run-command.c,2,4
Static Function,"finish_automerge",git\builtin\merge.c,3,16
Static Function,"finish_bulk_checkin",git\bulk-checkin.c,5,23
Function,"finish_command",git\run-command.c,1,1
